domain_id,role,opponent,opponent_seen,agent,utility,opp_utility,nash,score,agreement
domain01,A,ConcederTBNegotiator,True,NaiveTitForTatNegotiator,0.8282316987999999,0.6725185666,0.5570011948896588,0.7468625476268975,True
domain01,A,ConcederTBNegotiator,True,TimeBasedConcedingNegotiator,0.9967008414999999,0.6149477899,0.6129189796718951,0.8815662829515685,True
domain01,A,ConcederTBNegotiator,True,BOA_Boulware,0.9967008414999999,0.6149477899,0.6129189796718951,0.8815662829515685,True
domain01,A,BOA_Hardliner,True,AspirationNegotiator,0.7421980935,0.6717414487,0.498565222550068,0.6691082322150204,True
domain01,A,BOA_Hardliner,True,BoulwareTBNegotiator,0.7421980935,0.6717414487,0.498565222550068,0.6691082322150204,True
domain01,A,BOA_Hardliner,True,NaiveTitForTatNegotiator,0.7421980935,0.6717414487,0.498565222550068,0.6691082322150204,True
domain01,A,BOA_Hardliner,True,TimeBasedConcedingNegotiator,0.7421980935,0.6717414487,0.498565222550068,0.6691082322150204,True
domain01,A,BOA_Hardliner,True,BOA_Boulware,0.46319865010000005,0.8239506561,0.38165283165452935,0.43873490456635883,True
domain01,A,BOA_Conceder,True,AspirationNegotiator,0.8812085514,0.5901369934,0.5200337650815654,0.7728561155044695,True
domain01,A,BOA_Conceder,True,BoulwareTBNegotiator,0.8812085514,0.5901369934,0.5200337650815654,0.7728561155044695,True
