domain_id,role,opponent,opponent_seen,score,utility,opp_utility,nash,agreement,rounds,predicted_e
domain00,B,BOA_Conceder,True,0.6397940272940258,0.746161014,0.5248255863,0.3916043916467525,True,81,0.3882327377796173
domain00,B,BOA_Moderate,True,0.76819806928,1.0,0.2273268976,0.2273268976,True,91,0.3882327377796173
domain00,B,MiCRONegotiator,False,0.32799999999999996,0.4,0.4,0.16000000000000003,False,100,0.3882327377796173
domain00,B,NiceNegotiator,False,0.76819806928,1.0,0.2273268976,0.2273268976,True,1,0.5
domain00,B,RandomNegotiator,False,0.76819806928,1.0,0.2273268976,0.2273268976,True,9,0.3806217312812805
domain00,B,ToughNegotiator,False,0.32799999999999996,0.4,0.4,0.16000000000000003,False,100,3.0
domain00,B,SimpleTitForTatNegotiator,False,0.32799999999999996,0.4,0.4,0.16000000000000003,False,100,3.0
domain00,B,TopFractionNegotiator,False,0.32799999999999996,0.4,0.4,0.16000000000000003,False,100,0.19023404151201245
domain00,B,FirstOfferOrientedTBNegotiator,False,0.37237918065143283,0.4224782931,0.6047204218,0.255481251604776,True,92,1.164698213338852
domain01,A,AspirationNegotiator,True,0.5075243271976917,0.5387724691,0.8066707581,0.43461199609230583,True,77,1.9508782625198364
domain01,A,BoulwareTBNegotiator,True,0.540743144926338,0.5654897602,0.8541287157,0.483001042621127,True,72,1.9508782625198364
domain01,A,NaiveTitForTatNegotiator,True,0.4066102401999999,0.4066102402,0.9999999999999999,0.4066102401999999,True,81,2.9263173937797546
domain01,A,TimeBasedConcedingNegotiator,True,0.540743144926338,0.5654897602,0.8541287157,0.483001042621127,True,72,1.9508782625198364
domain01,A,BOA_Boulware,True,0.5004617354419179,0.5152648338,0.9042363111999999,0.46592117260639304,True,71,1.9508782625198364
domain01,A,LinearTBNegotiator,True,0.8775720498633186,0.9712429214999999,0.6785189040999999,0.6590066827110622,True,62,0.3251463770866394
